,Unnamed: 0,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in,asin,asin_url
63,57,"Princeton Review AP Computer Science Principles Prep, 2023: 3 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation)",The Princeton Review,4.5 out of 5,19 ratings,$18.99,Na,College & High School,"Publisher : Princeton Review (August 2, 2022)
Language : English
Paperback : 320 pages
ISBN-10 : 0593450736
ISBN-13 : 978-0593450734
Grade level : 10 - 12
Item Weight : 1.14 pounds
Dimensions : 8.38 x 0.75 x 10.8 inches",Na,Na,Na,Na,0593450736,https://www.amazon.com/dp/0593450736/
64,58,Domain-Driven Design: Tackling Complexity in the Heart of Software,Eric Evans,4.6 out of 5,"1,056 ratings",$64.49,Na,Programming,"Publisher : Addison-Wesley Professional; 1st edition (August 20, 2003)
Language : English
Hardcover : 560 pages
ISBN-10 : 0321125215
ISBN-13 : 978-0321125217
Item Weight : 2.73 pounds
Dimensions : 7.4 x 1.4 x 9.55 inches",,Na,Na,Na,0321125215,https://www.amazon.com/dp/0321125215/
65,59,Adobe Photoshop Classroom in a Book (2023 Release),Conrad Chavez,4.8 out of 5,6 ratings,$57.99,Na,Graphics & Design,"Publisher : Adobe Press; 1st edition (December 16, 2022)
Language : English
Paperback : 416 pages
ISBN-10 : 0137965893
ISBN-13 : 978-0137965892
Item Weight : 1.79 pounds
Dimensions : 7.38 x 0.88 x 9.2 inches",Na,#1 Best Seller,in Adobe Photoshop,Part of: Classroom in a Book (1 books),0137965893,https://www.amazon.com/dp/0137965893/
66,60,Electronic Music and Sound Design - Theory and Practice with Max 8 - volume 3,Alessandro Cipriani,4 out of 5,1 rating,$59.00,Na,Music,"Publisher : Contemponet (February 5, 2023)
Language : English
Paperback : 762 pages
ISBN-10 : 8899212244
ISBN-13 : 978-8899212247
Item Weight : 2.31 pounds
Dimensions : 6.14 x 1.52 x 9.21 inches",Na,#1 New Release,in Digital Audio Production,Na,8899212244,https://www.amazon.com/dp/8899212244/
67,61,Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,Aditya Bhargava,4.6 out of 5,"1,249 ratings",$35.99,Na,Computer Science,"Publisher : Manning; 1st edition (May 1, 2016)
Language : English
Paperback : 256 pages
ISBN-10 : 1617292230
ISBN-13 : 978-1617292231
Item Weight : 14.1 ounces
Dimensions : 7.38 x 0.4 x 9.25 inches",Na,Na,Na,Na,1617292230,https://www.amazon.com/dp/1617292230/
68,62,"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data",Garrett Grolemund,4.7 out of 5,"1,456 ratings",$43.99,Na,Mathematics,"Publisher : O'Reilly Media; 1st edition (January 31, 2017)
Language : English
Paperback : 518 pages
ISBN-10 : 1491910399
ISBN-13 : 978-1491910399
Item Weight : 1.64 pounds
Dimensions : 6 x 1.05 x 9 inches",Na,Na,Na,Na,1491910399,https://www.amazon.com/dp/1491910399/
69,64,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,4.4 out of 5,"3,261 ratings",$0.00,Na,Computer Science,Na,,Na,Na,Na,B00LPMFE9Y,https://www.amazon.com/dp/B00LPMFE9Y/
70,65,An Elegant Puzzle: Systems of Engineering Management,Will Larson,4.5 out of 5,801 ratings,$19.80,Na,Management & Leadership,"Publisher : Stripe Press (May 20, 2019)
Language : English
Hardcover : 288 pages
ISBN-10 : 1732265186
ISBN-13 : 978-1732265189
Item Weight : 1.59 pounds
Dimensions : 6 x 1.25 x 9 inches",Na,Na,Na,Na,1732265186,https://www.amazon.com/dp/1732265186/
71,66,CompTIA A+ Complete Certification Kit: Exam 220-1101 and Exam 220-1102,Quentin Docter,4.5 out of 5,97 ratings,$66.99,Na,Networking & Cloud Computing,"Publisher : Sybex; 5th edition (May 3, 2022)
Language : English
ISBN-10 : 1119863228
ISBN-13 : 978-1119863229
Item Weight : 8.95 pounds
Dimensions : 7.4 x 5.3 x 9.2 inches",Na,Na,Na,Na,1119863228,https://www.amazon.com/dp/1119863228/
72,67,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition (Springer Series in Statistics)",Jerome Friedman,4.6 out of 5,"1,074 ratings",$69.50,$39.60,Computer Science,"Publisher : Springer; 2nd edition (January 1, 2016)
Language : English
Hardcover : 767 pages
ISBN-10 : 0387848576
ISBN-13 : 978-0387848570
Item Weight : 2.6 pounds
Dimensions : 9.3 x 6 x 1.4 inches",,Na,Na,Part of: Springer Series in Pharmaceutical Statistics (7 books),0387848576,https://www.amazon.com/dp/0387848576/
73,68,Basics of Web Design: HTML5 & CSS,Terry Felke-Morris,4.4 out of 5,104 ratings,$126.65,Na,Programming Languages,"Publisher : Pearson; 5th edition (January 22, 2019)
Language : English
Paperback : 496 pages
ISBN-10 : 0135225485
ISBN-13 : 978-0135225486
Item Weight : 3.53 ounces
Dimensions : 7.9 x 0.85 x 9.9 inches",,Na,Na,Na,0135225485,https://www.amazon.com/dp/0135225485/
74,69,"Learn PowerShell in a Month of Lunches, Fourth Edition: Covers Windows, Linux, and macOS",James Petty,4.7 out of 5,81 ratings,$37.02,Na,Networking & Cloud Computing,"Publisher : Manning; 4th edition (April 26, 2022)
Language : English
Paperback : 360 pages
ISBN-10 : 1617296961
ISBN-13 : 978-1617296963
Item Weight : 1.46 pounds
Dimensions : 7.38 x 0.8 x 9.25 inches",,#1 Best Seller,in Windows Administration,Na,1617296961,https://www.amazon.com/dp/1617296961/
75,70,An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),& 2 more,4.6 out of 5,193 ratings,$76.02,$19.49,Computer Science,"Publisher : Springer; 2nd ed. 2021 edition (July 30, 2021)
Language : English
Hardcover : 622 pages
ISBN-10 : 1071614177
ISBN-13 : 978-1071614174
Item Weight : 2.63 pounds
Dimensions : 8 x 1.2 x 9.4 inches",,Na,Na,Part of: Springer Texts in Statistics (105 books),1071614177,https://www.amazon.com/dp/1071614177/
76,70,An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),& 2 more,4.6 out of 5,193 ratings,$76.02,$19.49,Computer Science,"Publisher : Springer; 2nd ed. 2021 edition (July 30, 2021)
Language : English
Hardcover : 622 pages
ISBN-10 : 1071614177
ISBN-13 : 978-1071614174
Item Weight : 2.63 pounds
Dimensions : 8 x 1.2 x 9.4 inches",,Na,Na,Part of: Springer Texts in Statistics (105 books),1461471370,https://www.amazon.com/dp/1461471370/
79,71,Effective Java,Joshua Bloch,4.7 out of 5,"1,344 ratings",$49.49,$30.51,Programming Languages,"Publisher : Addison-Wesley Professional; 3rd edition (December 27, 2017)
Language : English
Paperback : 416 pages
ISBN-10 : 0134685997
ISBN-13 : 978-0134685991
Item Weight : 1.63 pounds
Dimensions : 7.4 x 0.9 x 9 inches",,#1 Best Seller,in Java Programming,Na,0134685997,https://www.amazon.com/dp/0134685997/
80,72,AWS Certified Solutions Architect Study Guide with 900 Practice Test Questions: Associate (SAA-C03) Exam,Ben Piper,4.3 out of 5,30 ratings,$44.99,Na,Networking & Cloud Computing,"Publisher : Sybex; 4th edition (September 16, 2022)
Language : English
Paperback : 480 pages
ISBN-10 : 1119982626
ISBN-13 : 978-1119982623
Item Weight : 1.5 pounds
Dimensions : 7.38 x 1.09 x 9.25 inches",Na,Na,Na,Na,1119982626,https://www.amazon.com/dp/1119982626/
81,73,Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,,4.6 out of 5,184 ratings,$46.79,Na,Computer Science,"Publisher : Packt Publishing (February 25, 2022)
Language : English
Paperback : 774 pages
ISBN-10 : 1801819319
ISBN-13 : 978-1801819312
Item Weight : 2.88 pounds
Dimensions : 7.5 x 1.75 x 9.25 inches",Na,Na,Na,Na,1801819319,https://www.amazon.com/dp/1801819319/
82,74,"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics",Thomas Nield,4.5 out of 5,93 ratings,$31.00,Na,Mathematics,"Publisher : O'Reilly Media; 1st edition (July 5, 2022)
Language : English
Paperback : 347 pages
ISBN-10 : 1098102932
ISBN-13 : 978-1098102937
Item Weight : 1.23 pounds
Dimensions : 7 x 0.75 x 9 inches",Na,Na,Na,Na,1098102932,https://www.amazon.com/dp/1098102932/
83,75,"Learning Python, 5th Edition",Mark Lutz,4.5 out of 5,"1,758 ratings",$58.55,Na,Programming,"Publisher : O'Reilly Media; Fifth edition (July 30, 2013)
Language : English
Paperback : 1643 pages
ISBN-10 : 1449355730
ISBN-13 : 978-1449355739
Item Weight : 4.95 pounds
Dimensions : 7 x 2.8 x 9.19 inches",,Na,Na,Part of: Learning Python (7 books),1449355730,https://www.amazon.com/dp/1449355730/
84,76,CompTIA Network+ Study Guide: Exam N10-008 (Comptia Network + Study Guide Authorized Courseware),Todd Lammle,4.6 out of 5,198 ratings,$49.50,Na,Networking & Cloud Computing,"Publisher : Sybex; 5th edition (October 19, 2021)
Language : English
Paperback : 1040 pages
ISBN-10 : 1119811635
ISBN-13 : 978-1119811633
Item Weight : 3.15 pounds
Dimensions : 7.3 x 2.2 x 9.2 inches",,Na,Na,Na,1119811635,https://www.amazon.com/dp/1119811635/
85,77,Microsoft Excel 365 Bible,Michael Alexander,4.7 out of 5,120 ratings,$41.49,Na,Software,"Publisher : Wiley; 1st edition (March 22, 2022)
Language : English
Paperback : 1072 pages
ISBN-10 : 1119835100
ISBN-13 : 978-1119835103
Item Weight : 4.25 pounds
Dimensions : 7.4 x 2.1 x 9.2 inches",Na,Na,Na,Na,1119835100,https://www.amazon.com/dp/1119835100/
86,78,Design for How People Learn (Voices That Matter),Julie Dirksen,4.7 out of 5,801 ratings,$37.32,Na,Schools & Teaching,"ASIN : 0134211286
Publisher : New Riders; 2nd edition (December 7, 2015)
Language : English
Paperback : 304 pages
ISBN-10 : 9780134211282
ISBN-13 : 978-0134211282
Item Weight : 1.23 pounds
Dimensions : 8.9 x 7 x 0.6 inches",Na,Na,Na,Na,0134211286,https://www.amazon.com/dp/0134211286/
87,79,"The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling, 3rd Edition",Ralph Kimball,4.7 out of 5,579 ratings,$40.66,Na,Databases & Big Data,"Publisher : Wiley; 3rd edition (June 21, 2013)
Language : English
Paperback : 600 pages
ISBN-10 : 1118530802
ISBN-13 : 978-1118530801
Item Weight : 2.44 pounds
Dimensions : 7.38 x 1.36 x 9.25 inches",Na,Na,Na,Part of: The Data Warehouse Toolkit (3 books),1118530802,https://www.amazon.com/dp/1118530802/
88,80,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)",Marco Russo,4.7 out of 5,"1,194 ratings",$43.99,Na,Programming,"Publisher : Microsoft Press; 2nd edition (July 2, 2019)
Language : English
Paperback : 768 pages
ISBN-10 : 1509306978
ISBN-13 : 978-1509306978
Item Weight : 3 pounds
Dimensions : 7.38 x 1.73 x 9.13 inches",Na,Na,Na,Part of: Business Skills (19 books),1509306978,https://www.amazon.com/dp/1509306978/
89,81,Building Microservices: Designing Fine-Grained Systems,Sam Newman,4.7 out of 5,326 ratings,$51.99,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (September 28, 2021)
Language : English
Paperback : 612 pages
ISBN-10 : 1492034029
ISBN-13 : 978-1492034025
Item Weight : 3.53 ounces
Dimensions : 7 x 1.5 x 9.25 inches",Na,Na,Na,Na,1492034029,https://www.amazon.com/dp/1492034029/
90,82,Head First Design Patterns: Building Extensible and Maintainable Object-Oriented Software 2nd Edition,Eric Freeman,4.7 out of 5,534 ratings,$38.49,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (January 12, 2021)
Language : English
Paperback : 669 pages
ISBN-10 : 149207800X
ISBN-13 : 978-1492078005
Item Weight : 2.65 pounds
Dimensions : 7.75 x 1.5 x 9 inches",,#1 Best Seller,in Object-Oriented Software Design,Na,149207800X,https://www.amazon.com/dp/149207800X/
91,83,"Articulating Design Decisions: Communicate with Stakeholders, Keep Your Sanity, and Deliver the Best User Experience",Tom Greever,4.7 out of 5,315 ratings,$28.49,Na,Engineering,"Publisher : O'Reilly Media; 2nd edition (August 25, 2020)
Language : English
Paperback : 240 pages
ISBN-10 : 1492079227
ISBN-13 : 978-1492079224
Item Weight : 15.4 ounces
Dimensions : 6 x 0.65 x 9 inches",Na,Na,Na,Na,1492079227,https://www.amazon.com/dp/1492079227/
92,84,CompTIA A+ Core 1 (220-1101) and Core 2 (220-1102) Exam Cram,David Prowse,4.6 out of 5,82 ratings,$40.99,Na,Hardware & DIY,"Publisher : Pearson IT Certification; 1st edition (July 12, 2022)
Language : English
Paperback : 1088 pages
ISBN-10 : 0137637543
ISBN-13 : 978-0137637546
Item Weight : 3.44 pounds
Dimensions : 6 x 2.25 x 9 inches",Na,Na,Na,Part of: CompTIA Exam Cram (22 books),0137637543,https://www.amazon.com/dp/0137637543/
93,85,"Cloud FinOps: Collaborative, Real-Time Cloud Value Decision Making",Mike Fuller,5 out of 5,2 ratings,$69.99,Na,Software,"Publisher : O'Reilly Media; 2nd edition (February 28, 2023)
Language : English
Paperback : 454 pages
ISBN-10 : 1492098353
ISBN-13 : 978-1492098355
Item Weight : 1.6 pounds
Dimensions : 6.75 x 1 x 9 inches",Na,#1 New Release,in Business Intelligence Tools,Na,1492098353,https://www.amazon.com/dp/1492098353/
94,86,AWS Certified Cloud Practitioner Study Guide: CLF-C01 Exam,Ben Piper,4.5 out of 5,935 ratings,$27.99,Na,Certification,"Publisher : Sybex; 1st edition (July 2, 2019)
Language : English
Paperback : 304 pages
ISBN-10 : 1119490707
ISBN-13 : 978-1119490708
Item Weight : 1.23 pounds
Dimensions : 7.3 x 0.7 x 9 inches",Na,Na,Na,Na,1119490707,https://www.amazon.com/dp/1119490707/
95,87,Refactoring: Improving the Design of Existing Code (2nd Edition) (Addison-Wesley Signature Series (Fowler)),Martin Fowler,4.7 out of 5,837 ratings,$53.99,Na,Programming,"Publisher : Addison-Wesley Professional; 2nd edition (November 30, 2018)
Language : English
Hardcover : 448 pages
ISBN-10 : 0134757599
ISBN-13 : 978-0134757599
Item Weight : 2.03 pounds
Dimensions : 0.8 x 7.4 x 9.2 inches",Na,Na,Na,Na,0134757599,https://www.amazon.com/dp/0134757599/
96,88,Laws of UX: Using Psychology to Design Better Products & Services,Jon Yablonski,4.6 out of 5,553 ratings,$23.49,Na,Engineering,"Publisher : O'Reilly Media; 1st edition (May 12, 2020)
Language : English
Paperback : 152 pages
ISBN-10 : 149205531X
ISBN-13 : 978-1492055310
Item Weight : 9.9 ounces
Dimensions : 6 x 0.41 x 9 inches",Na,Na,Na,Na,149205531X,https://www.amazon.com/dp/149205531X/
97,89,"C# 11 and .NET 7 – Modern Cross-Platform Development Fundamentals: Start building websites and services with ASP.NET Core 7, Blazor, and EF Core 7, 7th Edition",Mark J. Price,4.7 out of 5,54 ratings,$49.99,Na,Programming,"Publisher : Packt Publishing; 7th ed. edition (November 8, 2022)
Language : English
Paperback : 818 pages
ISBN-10 : 1803237805
ISBN-13 : 978-1803237800
Item Weight : 3.04 pounds
Dimensions : 7.5 x 1.85 x 9.25 inches",Na,Na,Na,Na,1803237805,https://www.amazon.com/dp/1803237805/
98,90,Escaping the Build Trap: How Effective Product Management Creates Real Value,Melissa Perri,4.6 out of 5,"1,163 ratings",$15.47,Na,Management & Leadership,"Publisher : O'Reilly Media; 1st edition (November 29, 2018)
Language : English
Paperback : 200 pages
ISBN-10 : 149197379X
ISBN-13 : 978-1491973790
Item Weight : 3.53 ounces
Dimensions : 6 x 0.42 x 9 inches",Na,Na,Na,Na,149197379X,https://www.amazon.com/dp/149197379X/
99,91,"Deep Learning with Python, Second Edition",Francois Chollet,4.7 out of 5,231 ratings,$47.99,$21.49,Computer Science,"Publisher : Manning; 2nd edition (December 21, 2021)
Language : English
Paperback : 504 pages
ISBN-10 : 1617296864
ISBN-13 : 978-1617296864
Item Weight : 3.53 ounces
Dimensions : 7.38 x 1.4 x 9.25 inches",,Na,Na,Na,1617296864,https://www.amazon.com/dp/1617296864/
100,92,Office 365 All-in-One For Dummies (For Dummies (Computer/Tech)),Peter Weverka,4.4 out of 5,265 ratings,$24.99,Na,Software,"Publisher : For Dummies; 2nd edition (January 6, 2022)
Language : English
Paperback : 960 pages
ISBN-10 : 1119830702
ISBN-13 : 978-1119830702
Item Weight : 2.65 pounds
Dimensions : 7.4 x 2.2 x 9.1 inches",Na,Na,Na,Na,1119830702,https://www.amazon.com/dp/1119830702/
101,93,SHRM-CP/SHRM-SCP Certification All-in-One Exam Guide,William Truesdell,4.5 out of 5,548 ratings,$49.55,Na,Processes & Infrastructure,"Publisher : McGraw Hill; 1st edition (December 24, 2018)
Language : English
Paperback : 624 pages
ISBN-10 : 1259583422
ISBN-13 : 978-1259583421
Item Weight : 2.63 pounds
Dimensions : 7.3 x 1.4 x 9.1 inches",,Na,Na,Na,1259583422,https://www.amazon.com/dp/1259583422/
102,94,Python for Everybody: Exploring Data in Python 3,Aimee Andrion,4.6 out of 5,"2,668 ratings",Na,Na,Computers & Technology,"ASIN : B01IA5VIFM
Publication date : July 10, 2016
Language : English
File size : 10691 KB
Simultaneous device usage : Unlimited
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 387 pages",Na,Na,Na,Na,B01IA5VIFM,https://www.amazon.com/dp/B01IA5VIFM/
103,95,The Art of Doing Science and Engineering: Learning to Learn,Bret Victor,4.7 out of 5,829 ratings,$20.99,Na,Engineering,"Publisher : Stripe Press (May 26, 2020)
Language : English
Hardcover : 432 pages
ISBN-10 : 1732265178
ISBN-13 : 978-1732265172
Item Weight : 2.1 pounds
Dimensions : 6.25 x 1.25 x 9.25 inches",Na,Na,Na,Na,1732265178,https://www.amazon.com/dp/1732265178/
104,96,"The YouTube Formula: How Anyone Can Unlock the Algorithm to Drive Views, Build an Audience, and Grow Revenue",Derral Eves,4.7 out of 5,733 ratings,$0.00,Na,Processes & Infrastructure,Na,,#1 Best Seller,in Social Media Guides,Na,B09XY1HQ32,https://www.amazon.com/dp/B09XY1HQ32/
105,97,"The Art of Game Design: A Book of Lenses, Third Edition",Jesse Schell,4.8 out of 5,390 ratings,$59.76,Na,Programming,"Publisher : A K Peters/CRC Press; 3rd edition (August 27, 2019)
Language : English
Paperback : 652 pages
ISBN-10 : 1138632058
ISBN-13 : 978-1138632059
Item Weight : 2.87 pounds
Dimensions : 7.5 x 1.1 x 9.1 inches",Na,Na,Na,Na,1138632058,https://www.amazon.com/dp/1138632058/
106,98,Linux Bible,Christopher Negus,4.8 out of 5,722 ratings,$28.43,Na,Networking & Cloud Computing,"Publisher : Wiley; 10th edition (June 10, 2020)
Language : English
Paperback : 928 pages
ISBN-10 : 1119578884
ISBN-13 : 978-1119578888
Item Weight : 3.54 pounds
Dimensions : 7.3 x 1.9 x 9.2 inches",Na,#1 Best Seller,in Linux Servers,Part of: Bible (22 books),1119578884,https://www.amazon.com/dp/1119578884/
107,99,"Microsoft Power BI Quick Start Guide: The ultimate beginner's guide to data modeling, visualization, digital storytelling, and more, 3rd Edition",Erin Ostrowsky,4.8 out of 5,26 ratings,$33.29,Na,Programming,"Publisher : Packt Publishing; 3rd ed. edition (November 25, 2022)
Language : English
Paperback : 330 pages
ISBN-10 : 1804613495
ISBN-13 : 978-1804613498
Item Weight : 1.25 pounds
Dimensions : 7.5 x 0.75 x 9.25 inches",Na,Na,Na,Na,1804613495,https://www.amazon.com/dp/1804613495/
108,100,QuickBooks Online For Dummies (For Dummies (Computer/Tech)),David H. Ringstrom,3.7 out of 5,8 ratings,$26.99,Na,Software,"Publisher : For Dummies; 8th edition (November 23, 2022)
Language : English
Paperback : 496 pages
ISBN-10 : 1119910005
ISBN-13 : 978-1119910008
Item Weight : 1.45 pounds
Dimensions : 7.3 x 1.3 x 9.3 inches",Na,Na,Na,Na,1119910005,https://www.amazon.com/dp/1119910005/
