,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
69,Revit 2020 for Architecture: No Experience Required,Eric Wing,4.5 out of 5,153 ratings,$41.48,Na,Architecture,"Publisher : Sybex; 2nd edition (December 5, 2019)
Language : English
Paperback : 848 pages
ISBN-10 : 111956008X
ISBN-13 : 978-1119560081
Item Weight : 3.13 pounds
Dimensions : 7.3 x 1.8 x 9.1 inches",Na,Na,Na,Na
70,"Data Science in Context: Foundations, Challenges, Opportunities",Alfred Z. Spector,5 out of 5,3 ratings,$35.59,Na,Computer Science,"Publisher : Cambridge University Press; New edition (October 20, 2022)
Language : English
Hardcover : 335 pages
ISBN-10 : 1009272209
ISBN-13 : 978-1009272209
Item Weight : 1.59 pounds
Dimensions : 6.69 x 0.94 x 9.69 inches",Na,Na,Na,Na
71,"Facebook All-in-One For Dummies, 2nd Edition",Jamie Crager,4 out of 5,313 ratings,$18.39,Na,Networking & Cloud Computing,"ASIN : 1118791789
Publisher : For Dummies; 2nd edition (April 18, 2014)
Language : English
Paperback : 524 pages
ISBN-10 : 9781118791783
ISBN-13 : 978-1118791783
Item Weight : 1.58 pounds
Dimensions : 7.3 x 1.2 x 9 inches",Na,Na,Na,Na
72,"Advanced R, Second Edition (Chapman & Hall/CRC The R Series)",Hadley Wickham,4.8 out of 5,154 ratings,$64.95,Na,Mathematics,"Publisher : Chapman and Hall/CRC; 2nd edition (May 30, 2019)
Language : English
Paperback : 588 pages
ISBN-10 : 0815384572
ISBN-13 : 978-0815384571
Item Weight : 2.19 pounds
Dimensions : 6.1 x 1.2 x 9.2 inches",Na,Na,Na,Part of: Chapman & Hall/CRC The R (71 books)
73,SQL Queries for Mere Mortals: A Hands-On Guide to Data Manipulation in SQL,John L. Viescas,4.5 out of 5,254 ratings,Na,Na,Computers & Technology,"ASIN : B079G27STM
Publisher : Addison-Wesley Professional; 4th edition (January 31, 2018)
Publication date : January 31, 2018
Language : English
File size : 17364 KB
Simultaneous device usage : Up to 5 simultaneous devices, per publisher limits
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 960 pages",Na,Na,Na,Part of: For Mere Mortals (5 books)
74,Developing High-Frequency Trading Systems: Learn how to implement high-frequency trading from scratch with C++ or Java basics,Sebastien Donadio,3.8 out of 5,18 ratings,$44.99,Na,Databases & Big Data,"Publisher : Packt Publishing (June 17, 2022)
Language : English
Paperback : 320 pages
ISBN-10 : 1803242817
ISBN-13 : 978-1803242811
Item Weight : 1.22 pounds
Dimensions : 7.5 x 0.73 x 9.25 inches",Na,Na,Na,Na
75,AutoCAD 2022 Tutorial First Level 2D Fundamentals,Randy H. Shih,4 out of 5,17 ratings,$64.30,Na,Graphics & Design,"Publisher : SDC Publications; 1st edition (July 28, 2021)
Language : English
Paperback : 500 pages
ISBN-10 : 1630574384
ISBN-13 : 978-1630574383
Reading age : 1 year and up
Item Weight : 2.5 pounds
Dimensions : 11.22 x 1.14 x 8.5 inches",,Na,Na,Na
76,The Book of Kubernetes: A Complete Guide to Container Orchestration,Alan Hohn,4.3 out of 5,10 ratings,$48.49,Na,Networking & Cloud Computing,"Publisher : No Starch Press (September 6, 2022)
Language : English
Paperback : 384 pages
ISBN-10 : 1718502648
ISBN-13 : 978-1718502642
Item Weight : 1.7 pounds
Dimensions : 7 x 0.87 x 9.25 inches",Na,Na,Na,Na
77,"Snowflake: The Definitive Guide: Architecting, Designing, and Deploying on the Snowflake Data Cloud",Joyce Avila,4.4 out of 5,11 ratings,$66.88,Na,Databases & Big Data,"Publisher : O'Reilly Media; 1st edition (September 20, 2022)
Language : English
Paperback : 465 pages
ISBN-10 : 1098103823
ISBN-13 : 978-1098103828
Item Weight : 1.68 pounds
Dimensions : 7 x 1 x 9 inches",Na,Na,Na,Na
78,"CSSLP Certified Secure Software Lifecycle Professional All-in-One Exam Guide, Third Edition",Wm. Arthur Conklin,4.6 out of 5,18 ratings,$48.89,Na,Programming,"Publisher : McGraw Hill; 3rd edition (February 2, 2022)
Language : English
Paperback : 416 pages
ISBN-10 : 1264258208
ISBN-13 : 978-1264258208
Item Weight : 1.46 pounds
Dimensions : 7.3 x 0.9 x 9 inches",Na,Na,Na,Part of: All-in-One (17 books)
79,"Measuring the User Experience: Collecting, Analyzing, and Presenting UX Metrics (Interactive Technologies)",Bill Albert,4.7 out of 5,25 ratings,$52.99,$21.09,Computer Science,"Publisher : Morgan Kaufmann; 3rd edition (March 7, 2022)
Language : English
Paperback : 384 pages
ISBN-10 : 0128180803
ISBN-13 : 978-0128180808
Item Weight : 1.26 pounds
Dimensions : 7.25 x 0.75 x 9 inches",,Na,Na,Na
80,Office 2021 All-in-One For Dummies,Peter Weverka,4.4 out of 5,49 ratings,$30.99,Na,Software,"Publisher : For Dummies; 1st edition (February 24, 2022)
Language : English
Paperback : 800 pages
ISBN-10 : 1119831415
ISBN-13 : 978-1119831419
Item Weight : 2.25 pounds
Dimensions : 7.38 x 1.81 x 9.25 inches",Na,Na,Na,Na
81,Domain-Driven Design Distilled,Vaughn Vernon,4.3 out of 5,375 ratings,$39.99,Na,Programming,"Publisher : Addison-Wesley Professional; 1st edition (May 23, 2016)
Language : English
Paperback : 176 pages
ISBN-10 : 0134434420
ISBN-13 : 978-0134434421
Item Weight : 10.4 ounces
Dimensions : 7 x 0.38 x 9.13 inches",Na,Na,Na,Na
82,Adobe Photoshop Classroom in a Book (2021 release),Conrad Chavez,4.7 out of 5,489 ratings,$52.16,$32.99,Graphics & Design,"Publisher : Adobe Press; 1st edition (December 23, 2020)
Language : English
Paperback : 416 pages
ISBN-10 : 0136904734
ISBN-13 : 978-0136904731
Item Weight : 1.5 pounds
Dimensions : 7.4 x 0.9 x 9 inches",,Na,Na,Part of: Classroom in a Book (142 books)
83,Microsoft Excel Formulas and Functions (Office 2021 and Microsoft 365) (Business Skills),Paul McFedries,4.2 out of 5,15 ratings,$35.80,Na,Software,"Publisher : Microsoft Press; 1st edition (April 9, 2022)
Language : English
Paperback : 512 pages
ISBN-10 : 0137559402
ISBN-13 : 978-0137559404
Item Weight : 2.07 pounds
Dimensions : 7.38 x 1.16 x 9.13 inches",Na,Na,Na,Part of: Business Skills (19 books)
84,Roblox Game Development in 24 Hours: The Official Roblox Guide,Official Roblox Books(Pearson),4.5 out of 5,116 ratings,$35.99,Na,Games & Strategy Guides,"Publisher : Sams Publishing; 1st edition (June 4, 2021)
Language : English
Paperback : 472 pages
ISBN-10 : 0136829732
ISBN-13 : 978-0136829737
Item Weight : 1.5 pounds
Dimensions : 7.01 x 0.63 x 9.21 inches",Na,Na,Na,Na
85,"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition",Stefanie Molin,4.3 out of 5,77 ratings,$35.67,Na,Databases & Big Data,"Publisher : Packt Publishing; 2nd ed. edition (April 29, 2021)
Language : English
Paperback : 788 pages
ISBN-10 : 1800563450
ISBN-13 : 978-1800563452
Item Weight : 2.93 pounds
Dimensions : 7.5 x 1.78 x 9.25 inches",Na,Na,Na,Na
86,Visual Analytics with Tableau,Alexander Loth,4.6 out of 5,255 ratings,$25.80,Na,Marketing & Sales,"Publisher : Wiley; 1st edition (May 7, 2019)
Language : English
Paperback : 288 pages
ISBN-10 : 1119560209
ISBN-13 : 978-1119560203
Item Weight : 1.3 pounds
Dimensions : 7.3 x 0.6 x 9.1 inches",,Na,Na,Na
87,"Cybersecurity Threats, Malware Trends, and Strategies: Discover risk mitigation strategies for modern threats to your organization, 2nd Edition",Tim Rains,5 out of 5,11 ratings,$39.99,Na,Networking & Cloud Computing,"Publisher : Packt Publishing; 2nd ed. edition (January 25, 2023)
Language : English
Paperback : 584 pages
ISBN-10 : 1804613673
ISBN-13 : 978-1804613672
Item Weight : 2.19 pounds
Dimensions : 7.5 x 1.32 x 9.25 inches",Na,#1 New Release,in Computer Viruses,Na
88,"Numerical Python: Scientific Computing and Data Science Applications with Numpy, SciPy and Matplotlib",Robert Johansson,4.4 out of 5,119 ratings,$51.99,Na,Computer Science,"Publisher : Apress; 2nd ed. edition (December 25, 2018)
Language : English
Paperback : 723 pages
ISBN-10 : 1484242459
ISBN-13 : 978-1484242452
Item Weight : 2.99 pounds
Dimensions : 7 x 1.45 x 10 inches",Na,Na,Na,Na
89,Data Science For Dummies (For Dummies (Computer/Tech)),Lillian Pierson,4.6 out of 5,53 ratings,$25.49,Na,Databases & Big Data,"Publisher : For Dummies; 3rd edition (September 1, 2021)
Language : English
Paperback : 432 pages
ISBN-10 : 1119811554
ISBN-13 : 978-1119811558
Item Weight : 1.28 pounds
Dimensions : 7.38 x 0.98 x 9.25 inches",Na,Na,Na,Na
90,"Jumpstart Your Career in Data Centers: Featuring Careers for Women, Trades, and Vets in Tech and Data Centers",Carrie Goetz,5 out of 5,18 ratings,$17.99,Na,Job Hunting & Careers,"Publisher : JETLAUNCH (October 19, 2022)
Language : English
Paperback : 210 pages
ISBN-10 : 1641848480
ISBN-13 : 978-1641848480
Item Weight : 11.7 ounces
Dimensions : 5.5 x 0.53 x 8.5 inches",Na,Na,Na,Na
91,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,4.3 out of 5,299 ratings,$32.99,Na,Programming,"Publisher : Apress; 3rd ed. edition (July 26, 2016)
Language : English
Paperback : 344 pages
ISBN-10 : 1484221575
ISBN-13 : 978-1484221570
Item Weight : 1.18 pounds
Dimensions : 6.1 x 0.79 x 9.25 inches",Na,Na,Na,Na
92,Responsive Web Design with HTML 5 & CSS (MindTap Course List),Jessica Minnick,4.6 out of 5,24 ratings,$145.83,$43.53,Web Development & Design,"Publisher : Cengage Learning; 9th edition (February 6, 2020)
Language : English
Paperback : 640 pages
ISBN-10 : 0357423836
ISBN-13 : 978-0357423837
Item Weight : 3.55 pounds
Dimensions : 8.25 x 1 x 10.5 inches",,Na,Na,Na
93,Exam Ref AZ-900 Microsoft Azure Fundamentals,Jim Cheshire,4.6 out of 5,778 ratings,$39.99,$20.00,Operating Systems,"Publisher : Microsoft Press; 2nd edition (August 14, 2020)
Language : English
Paperback : 320 pages
ISBN-10 : 0136877184
ISBN-13 : 978-0136877189
Item Weight : 1.15 pounds
Dimensions : 7.28 x 0.73 x 9.06 inches",,Na,Na,Na
94,Web Scraping with Python: Collecting More Data from the Modern Web,Ryan Mitchell,4.6 out of 5,185 ratings,$35.99,Na,Databases & Big Data,"Publisher : O'Reilly Media; 2nd edition (May 8, 2018)
Language : English
Paperback : 306 pages
ISBN-10 : 1491985577
ISBN-13 : 978-1491985571
Item Weight : 1.21 pounds
Dimensions : 7 x 0.65 x 9.19 inches",Na,Na,Na,Na
95,Understanding Computers: Today and Tomorrow: Comprehensive,Deborah Morley,4.4 out of 5,272 ratings,$59.00,Na,Operating Systems,"Publisher : Cengage Learning; 16th edition (February 16, 2016)
Language : English
Paperback : 648 pages
ISBN-10 : 1305656318
ISBN-13 : 978-1305656314
Item Weight : 2.9 pounds
Dimensions : 8.25 x 0.75 x 10.5 inches",Na,Na,Na,Book 1 of 1: MindTap Course List
96,"CCNA Certification Study Guide, Volume 2: Exam 200-301",Todd Lammle,4.5 out of 5,173 ratings,$33.99,Na,Certification,"Publisher : Sybex; 1st edition (February 11, 2020)
Language : English
Paperback : 896 pages
ISBN-10 : 1119659183
ISBN-13 : 978-1119659181
Item Weight : 3.53 pounds
Dimensions : 7.4 x 1.9 x 9.2 inches",Na,Na,Na,Na
97,Photoshop Elements 2022 For Dummies (For Dummies (Computer/Tech)),Barbara Obermeier,4.5 out of 5,194 ratings,$28.60,Na,Graphics & Design,"Publisher : For Dummies; 1st edition (November 10, 2021)
Language : English
Paperback : 464 pages
ISBN-10 : 1119837219
ISBN-13 : 978-1119837213
Item Weight : 2.05 pounds
Dimensions : 7.5 x 1 x 9.25 inches",,Na,Na,Na
98,Autodesk Civil 3D 2023: Autodesk Certified Professional Exam Topics Review (Imperial Units): Autodesk Authorized Publisher,Ascent - Center for Technical Knowledge,Na,Na,$125.00,Na,Architecture,"Publisher : ASCENT, Center for Technical Knowledge (December 12, 2022)
Language : English
Paperback : 634 pages
ISBN-10 : 1959504207
ISBN-13 : 978-1959504207
Item Weight : 2.93 pounds
Dimensions : 7.5 x 1.43 x 9.25 inches",Na,Na,Na,Part of: Autodesk Civil 3D 2023 (7 books)
99,IAPP CIPM Certified Information Privacy Manager Study Guide,Mike Chapple,5 out of 5,1 rating,$42.99,Na,Certification,"Publisher : Sybex; 1st edition (February 7, 2023)
Language : English
Paperback : 288 pages
ISBN-10 : 1394153805
ISBN-13 : 978-1394153800
Item Weight : 1.16 pounds
Dimensions : 7.3 x 0.7 x 9 inches",Na,Na,Na,Na
100,"Mastering Windows Security and Hardening: Secure and protect your Windows environment from cyber threats using zero-trust security principles, 2nd Edition",Mark Dunkerley,4.9 out of 5,12 ratings,$49.99,Na,Networking & Cloud Computing,"Publisher : Packt Publishing; 2nd ed. edition (August 19, 2022)
Language : English
Paperback : 816 pages
ISBN-10 : 180323654X
ISBN-13 : 978-1803236544
Item Weight : 3.04 pounds
Dimensions : 7.5 x 1.84 x 9.25 inches",Na,Na,Na,Na
101,QuickBooks Online For Dummies (For Dummies (Computer/Tech)),David H. Ringstrom,4.3 out of 5,110 ratings,$17.80,Na,Accounting,"Publisher : For Dummies; 7th edition (February 9, 2022)
Language : English
Paperback : 480 pages
ISBN-10 : 1119817277
ISBN-13 : 978-1119817277
Item Weight : 1.4 pounds
Dimensions : 7.5 x 1 x 9.25 inches",Na,Na,Na,Na
102,MongoDB: The Definitive Guide: Powerful and Scalable Data Storage,Shannon Bradshaw,4.6 out of 5,191 ratings,$26.41,Na,Programming,"Publisher : O'Reilly Media; 3rd edition (December 31, 2019)
Language : English
Paperback : 514 pages
ISBN-10 : 1491954469
ISBN-13 : 978-1491954461
Item Weight : 1.47 pounds
Dimensions : 7 x 1.03 x 9.19 inches",Na,Na,Na,Na
103,Learning Google Analytics: Creating Business Impact and Driving Insights,Mark Edmondson,4.8 out of 5,5 ratings,$51.99,Na,Marketing & Sales,"Publisher : O'Reilly Media; 1st edition (December 20, 2022)
Language : English
Paperback : 339 pages
ISBN-10 : 109811308X
ISBN-13 : 978-1098113087
Item Weight : 1.2 pounds
Dimensions : 7 x 0.8 x 9.1 inches",Na,Na,Na,Na
104,Non-Invasive Data Governance: The Path of Least Resistance and Greatest Success,Robert S. Seiner,4.5 out of 5,176 ratings,$39.95,Na,Management & Leadership,"Publisher : Technics Publications; First edition (August 22, 2014)
Language : English
Paperback : 146 pages
ISBN-10 : 1935504851
ISBN-13 : 978-1935504856
Item Weight : 11.4 ounces
Dimensions : 7.5 x 0.33 x 9.25 inches",Na,Na,Na,Na
105,"Learning PHP, MySQL & JavaScript: A Step-by-Step Guide to Creating Dynamic Websites (Learning PHP, MYSQL, Javascript, CSS & HTML5)",Robin Nixon,4.5 out of 5,44 ratings,$41.99,$21.00,Web Development & Design,"Publisher : O'Reilly Media; 6th edition (August 31, 2021)
Language : English
Paperback : 823 pages
ISBN-10 : 1492093823
ISBN-13 : 978-1492093824
Item Weight : 2.9 pounds
Dimensions : 7 x 1.75 x 9.25 inches",,Na,Na,Na
106,CompTIA Network+ Practice Tests: Exam N10-008,Craig Zacker,4.6 out of 5,28 ratings,$27.99,Na,Networking & Cloud Computing,"Publisher : Sybex; 2nd edition (October 8, 2021)
Language : English
Paperback : 512 pages
ISBN-10 : 1119807301
ISBN-13 : 978-1119807308
Item Weight : 1.6 pounds
Dimensions : 7.38 x 1.16 x 9.25 inches",Na,Na,Na,Na
107,SPSS Statistics For Dummies,Jesus Salcedo,4.4 out of 5,151 ratings,$22.99,Na,Mathematics,"Publisher : For Dummies; 4th edition (August 10, 2020)
Language : English
Paperback : 480 pages
ISBN-10 : 1119560837
ISBN-13 : 978-1119560838
Item Weight : 1.86 pounds
Dimensions : 7.38 x 1.09 x 9.25 inches",Na,Na,Na,Na
108,MCA Microsoft 365 Certified Associate Modern Desktop Administrator Complete Study Guide with 900 Practice Test Questions: Exam MD-100 and Exam MD-101,William Panek,5 out of 5,3 ratings,$68.99,Na,Certification,"Publisher : Sybex; 2nd edition (January 25, 2023)
Language : English
Paperback : 976 pages
ISBN-10 : 1119984645
ISBN-13 : 978-1119984641
Item Weight : 2.95 pounds
Dimensions : 7.4 x 2 x 9.2 inches",Na,Na,Na,Na
109,Non-things: Upheaval in the Lifeworld,Byung-Chul Han,4.6 out of 5,24 ratings,$16.95,Na,Humanities,"Publisher : Polity; 1st edition (July 18, 2022)
Language : English
Paperback : 110 pages
ISBN-10 : 1509551700
ISBN-13 : 978-1509551705
Item Weight : 6.4 ounces
Dimensions : 5.5 x 0.5 x 8.2 inches",Na,Na,Na,Na
110,How Colleges Use Data (Higher Ed Leadership Essentials),Jonathan S. Gagliardi,5 out of 5,1 rating,$28.95,Na,Databases & Big Data,"Publisher : Johns Hopkins University Press (December 20, 2022)
Language : English
Paperback : 232 pages
ISBN-10 : 1421445190
ISBN-13 : 978-1421445199
Item Weight : 8.8 ounces
Dimensions : 5 x 0.61 x 8 inches",Na,Na,Na,Part of: Higher Ed Leadership Essentials (13 books)
111,Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems,Steve Krug,4.5 out of 5,402 ratings,$32.86,Na,Web Development & Design,"Publisher : New Riders; 1st edition (December 8, 2009)
Language : English
Paperback : 168 pages
ISBN-10 : 0321657292
ISBN-13 : 978-0321657299
Item Weight : 13.4 ounces
Dimensions : 6.95 x 0.65 x 8.95 inches",,Na,Na,Na
112,"Games, Design and Play: A detailed approach to iterative game design",Colleen Macklin,4.8 out of 5,75 ratings,$46.07,Na,Games & Strategy Guides,"Publisher : Addison-Wesley Professional; 1st edition (June 3, 2016)
Language : English
Paperback : 288 pages
ISBN-10 : 0134392078
ISBN-13 : 978-0134392073
Item Weight : 1.13 pounds
Dimensions : 7 x 0.75 x 9 inches",,Na,Na,Part of: Game Design (16 books)
113,Kanban: Successful Evolutionary Change for Your Technology Business,David J. Anderson,4.4 out of 5,426 ratings,$29.99,Na,Management & Leadership,"Publisher : Blue Hole Press; Blue Book ed. edition (April 7, 2010)
Language : English
Paperback : 278 pages
ISBN-10 : 0984521402
ISBN-13 : 978-0984521401
Item Weight : 1.07 pounds
Dimensions : 7.5 x 0.63 x 9.25 inches",,Na,Na,Na
114,"PHR/SPHR Professional in Human Resources Certification All-in-One Exam Guide, Second Edition",William Truesdell,4.5 out of 5,96 ratings,$34.77,Na,Processes & Infrastructure,"Publisher : McGraw Hill; 2nd edition (March 25, 2019)
Language : English
Paperback : 656 pages
ISBN-10 : 1260453111
ISBN-13 : 978-1260453119
Item Weight : 2.46 pounds
Dimensions : 7.4 x 1.3 x 9.1 inches",Na,Na,Na,Na
115,SQL [6 BOOKS in 1]: The Ultimate Beginner to Advanced Guide to Master SQL Quickly with Step-by-Step Practical Examples | Includes Interview Questions & Answers,Liam DeSantis,4.9 out of 5,309 ratings,Na,Na,Computers & Technology,"ASIN : B0BRWZ452Y
Publication date : January 7, 2023
Language : English
File size : 16812 KB
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 399 pages",Na,Na,Na,Na
116,"SOLIDWORKS 2022 for Designers, 20th Edition",Prof. Sham Tickoo Purdue Univ. and CADCIM Technologies,5 out of 5,2 ratings,$76.00,Na,Programming,"Publisher : CADCIM Technologies (February 11, 2022)
Language : English
Paperback : 828 pages
ISBN-10 : 1640571353
ISBN-13 : 978-1640571358
Item Weight : 3.36 pounds
Dimensions : 7.5 x 1.87 x 9.25 inches",Na,Na,Na,Na
117,Hash Crack: Password Cracking Manual (v3),Joshua Picolet,4.7 out of 5,403 ratings,$13.49,Na,Internet & Social Media,"Publisher : Independently published (January 31, 2019)
Language : English
Paperback : 137 pages
ISBN-10 : 1793458618
ISBN-13 : 978-1793458612
Item Weight : 5.9 ounces
Dimensions : 5.5 x 0.31 x 8.5 inches",Na,Na,Na,Na
118,SOLIDWORKS 2022 and Engineering Graphics: An Integrated Approach,Randy H. Shih,5 out of 5,1 rating,$82.00,Na,Programming,"Publisher : SDC Publications; 1st edition (June 6, 2022)
Language : English
Paperback : 750 pages
ISBN-10 : 1630574716
ISBN-13 : 978-1630574710
Item Weight : 3.62 pounds
Dimensions : 11.1 x 1.54 x 8.62 inches",Na,Na,Na,Na
119,Web Development and Design Foundations with HTML5 (What's New in Computer Science),Terry Felke-Morris,4.5 out of 5,287 ratings,$146.65,$19.99,Programming Languages,"Publisher : Pearson; 9th edition (February 2, 2018)
Language : English
Paperback : 720 pages
ISBN-10 : 0134801148
ISBN-13 : 978-0134801148
Item Weight : 2.78 pounds
Dimensions : 8.4 x 1 x 10.7 inches",,Na,Na,Na
120,Microsoft Azure For Dummies,Jack A. Hyman,4.6 out of 5,3 ratings,$39.99,Na,Programming,"Publisher : For Dummies; 2nd edition (January 12, 2023)
Language : English
Paperback : 416 pages
ISBN-10 : 1119898064
ISBN-13 : 978-1119898061
Item Weight : 1.2 pounds
Dimensions : 7.2 x 1.1 x 9.1 inches",Na,Na,Na,Na
121,Tidy Modeling with R: A Framework for Modeling in the Tidyverse,Max Kuhn,4.7 out of 5,36 ratings,$46.49,Na,Mathematics,"Publisher : O'Reilly Media; 1st edition (August 16, 2022)
Language : English
Paperback : 381 pages
ISBN-10 : 1492096482
ISBN-13 : 978-1492096481
Item Weight : 1.3 pounds
Dimensions : 7 x 0.75 x 9.25 inches",Na,Na,Na,Na
122,Engineering a Compiler,Keith D. Cooper,4.4 out of 5,5 ratings,$99.95,$42.75,Programming,"Publisher : Morgan Kaufmann; 3rd edition (October 16, 2022)
Language : English
Paperback : 848 pages
ISBN-10 : 0128154128
ISBN-13 : 978-0128154120
Item Weight : 2.84 pounds
Dimensions : 7.4 x 1.3 x 9.2 inches",,Na,Na,Na
123,"Designing Distributed Systems: Patterns and Paradigms for Scalable, Reliable Services",Brendan Burns,4.3 out of 5,225 ratings,$22.49,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; 1st edition (March 20, 2018)
Language : English
Paperback : 166 pages
ISBN-10 : 1491983647
ISBN-13 : 978-1491983645
Item Weight : 1.47 pounds
Dimensions : 7.01 x 0.35 x 9.17 inches",Na,Na,Na,Na
124,Software Engineering,Ian Sommerville,4.2 out of 5,156 ratings,$170.66,$14.47,Programming,"Publisher : Pearson; 10th edition (March 24, 2015)
Language : English
Hardcover : 816 pages
ISBN-10 : 0133943038
ISBN-13 : 978-0133943030
Item Weight : 2.89 pounds
Dimensions : 1.3 x 7.6 x 9.2 inches",,Na,Na,Na
125,Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning,Valliappa Lakshmanan,4.7 out of 5,17 ratings,$69.99,Na,Databases & Big Data,"Publisher : O'Reilly Media; 2nd edition (May 3, 2022)
Language : English
Paperback : 459 pages
ISBN-10 : 1098118952
ISBN-13 : 978-1098118952
Item Weight : 1.61 pounds
Dimensions : 7 x 1 x 9.25 inches",Na,Na,Na,Na
126,"SwiftUI for Masterminds 3rd Edition 2022: How to take advantage of Swift and SwiftUI to create insanely great apps for iPhones, iPads, and Macs",J.D Gauchat,4.7 out of 5,23 ratings,Na,Na,Computers & Technology,"ASIN : B0BDDPTCS4
Publication date : September 6, 2022
Language : English
File size : 56731 KB
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 1826 pages",Na,Na,Na,Part of: For Masterminds (4 books)
127,"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure",Jennilee Steutel,4.6 out of 5,34 ratings,$4.99,Na,Programming,"ASIN : B09NVGD965
Publisher : Independently published (December 22, 2021)
Language : English
Paperback : 105 pages
ISBN-13 : 979-8788991429
Item Weight : 5.9 ounces
Dimensions : 6 x 0.24 x 9 inches",Na,Na,Na,Na
128,"Nanosystems: Molecular Machinery, Manufacturing, and Computation",K. Eric Drexler,4.2 out of 5,28 ratings,$73.49,Na,Engineering,"ASIN : 0471575186
Publisher : Wiley; 1st edition (November 11, 1992)
Language : English
Paperback : 576 pages
ISBN-10 : 9780471575184
ISBN-13 : 978-0471575184
Item Weight : 2.32 pounds
Dimensions : 7.06 x 1.31 x 10.02 inches",Na,Na,Na,Na
129,Analyzing Data with Power BI and Power Pivot for Excel (Business Skills),Alberto Ferrari,4.5 out of 5,351 ratings,$30.00,Na,Software,"Publisher : Microsoft Press; 1st edition (April 19, 2017)
Language : English
Paperback : 256 pages
ISBN-10 : 150930276X
ISBN-13 : 978-1509302765
Item Weight : 1.01 pounds
Dimensions : 7.35 x 0.8 x 8.95 inches",,Na,Na,Part of: Business Skills (19 books)
130,Data Privacy: A runbook for engineers,Nishant Bhajaria,4.8 out of 5,44 ratings,$35.49,Na,Networking & Cloud Computing,"Publisher : Manning (February 15, 2022)
Language : English
Paperback : 384 pages
ISBN-10 : 1617298999
ISBN-13 : 978-1617298998
Item Weight : 1.48 pounds
Dimensions : 7.38 x 0.8 x 9.25 inches",Na,Na,Na,Na
131,Hackers & Painters: Big Ideas from the Computer Age,Paul Graham,4.5 out of 5,427 ratings,$16.39,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (June 22, 2010)
Language : English
Paperback : 272 pages
ISBN-10 : 1449389554
ISBN-13 : 978-1449389550
Item Weight : 11.3 ounces
Dimensions : 5.5 x 0.7 x 8.5 inches",Na,Na,Na,Na
132,CCNA Certification Practice Tests: Exam 200-301,Jon Buhagiar,4.6 out of 5,133 ratings,$25.49,Na,Certification,"Publisher : Sybex; 1st edition (April 7, 2020)
Language : English
Paperback : 464 pages
ISBN-10 : 111966988X
ISBN-13 : 978-1119669883
Item Weight : 1.65 pounds
Dimensions : 7.3 x 1 x 9.2 inches",Na,Na,Na,Na
133,Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series),Kevin P. Murphy,4.4 out of 5,322 ratings,$110.00,Na,Computer Science,"Publisher : The MIT Press; Illustrated edition (August 24, 2012)
Language : English
Hardcover : 1104 pages
ISBN-10 : 0262018020
ISBN-13 : 978-0262018029
Reading age : 18 years and up
Item Weight : 4.2 pounds
Dimensions : 8.25 x 1.79 x 9.27 inches",,Na,Na,Part of: Adaptive Computation and Machine Learning (13 books)
134,"Unity in Action, Third Edition: Multiplatform game development in C#",Joe Hocking,4.9 out of 5,27 ratings,$38.20,Na,Programming,"Publisher : Manning; 3rd edition (February 8, 2022)
Language : English
Paperback : 416 pages
ISBN-10 : 1617299332
ISBN-13 : 978-1617299339
Item Weight : 5.3 ounces
Dimensions : 7.38 x 1 x 9.25 inches",Na,Na,Na,Na
135,CASP+ CompTIA Advanced Security Practitioner Study Guide: Exam CAS-004,Nadean H. Tanner,4.2 out of 5,7 ratings,$41.49,Na,Certification,"Publisher : Sybex; 4th edition (October 11, 2022)
Language : English
Paperback : 592 pages
ISBN-10 : 1119803160
ISBN-13 : 978-1119803164
Item Weight : 1.8 pounds
Dimensions : 7.3 x 1.3 x 9.2 inches",Na,Na,Na,Na
136,Networks,Mark Newman,4.7 out of 5,103 ratings,$58.85,$29.43,Mathematics,"Publisher : Oxford University Press; 2nd edition (September 19, 2018)
Language : English
Hardcover : 800 pages
ISBN-10 : 0198805098
ISBN-13 : 978-0198805090
Item Weight : 4.11 pounds
Dimensions : 9.8 x 7.5 x 1.7 inches",,Na,Na,Na
